FID,IID,POP,SEX,AGE,EXP,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,train,y,ybin
0,LP6005441-DNA_C05,EAS,1,53.0,1.337711182886765,false,false,-0.2025,0.31685,0.03486,0.081263,0.0087843,0.0023153,0.018434,-0.065194,-0.0011014,-0.010941,true,-13.245551489919366,0
0,LP6005441-DNA_C05,EAS,1,54.0,0.23524771300106476,false,false,-0.2025,0.31685,0.03486,0.081263,0.0087843,0.0023153,0.018434,-0.065194,-0.0011014,-0.010941,true,-9.679356839269385,0
0,LP6005441-DNA_C05,EAS,1,55.0,0.748651067322376,false,false,-0.2025,0.31685,0.03486,0.081263,0.0087843,0.0023153,0.018434,-0.065194,-0.0011014,-0.010941,true,-12.156143428818421,0
0,HGDP00961,EAS,1,47.0,-1.9088102728172962,false,false,-0.18799,0.2091,-0.026046,0.029,0.0095549,0.0047448,-0.073448,0.16673,0.00017561,-0.031695,true,-18.827121001234445,0
0,HGDP00961,EAS,1,48.0,1.4102707385324942,false,false,-0.18799,0.2091,-0.026046,0.029,0.0095549,0.0047448,-0.073448,0.16673,0.00017561,-0.031695,true,-10.817121338533308,0
0,HGDP00961,EAS,1,49.0,0.9787735685653901,false,false,-0.18799,0.2091,-0.026046,0.029,0.0095549,0.0047448,-0.073448,0.16673,0.00017561,-0.031695,true,-11.6262254016648,0
0,HGDP00961,EAS,1,50.0,-0.28458028485273956,false,false,-0.18799,0.2091,-0.026046,0.029,0.0095549,0.0047448,-0.073448,0.16673,0.00017561,-0.031695,true,-13.735657558283355,0
0,HGDP00961,EAS,1,51.0,-0.29931146539272374,false,false,-0.18799,0.2091,-0.026046,0.029,0.0095549,0.0047448,-0.073448,0.16673,0.00017561,-0.031695,true,-15.267975321932491,0
0,HGDP01327,EAS,1,53.0,0.6661501395007847,true,false,-0.19921,0.31126,0.030027,0.075195,0.0087786,0.0016937,0.011158,-0.036084,-0.00043511,-0.0048903,true,7.987178927619845,0
0,HGDP01327,EAS,1,54.0,-1.6143672371605704,true,false,-0.19921,0.31126,0.030027,0.075195,0.0087786,0.0016937,0.011158,-0.036084,-0.00043511,-0.0048903,true,8.564813243268642,0
0,HGDP01327,EAS,1,55.0,0.4805423706324498,true,false,-0.19921,0.31126,0.030027,0.075195,0.0087786,0.0016937,0.011158,-0.036084,-0.00043511,-0.0048903,true,7.857451516866182,0
0,HGDP01327,EAS,1,56.0,-0.739946040421693,true,false,-0.19921,0.31126,0.030027,0.075195,0.0087786,0.0016937,0.011158,-0.036084,-0.00043511,-0.0048903,true,9.527741316184262,0
0,HGDP01327,EAS,1,57.0,0.29124306872678074,true,false,-0.19921,0.31126,0.030027,0.075195,0.0087786,0.0016937,0.011158,-0.036084,-0.00043511,-0.0048903,true,9.304561025084974,0
0,HGDP00880,EUR,1,50.0,-0.5167777680885831,false,false,-0.13105,-0.20051,-0.015641,0.070196,-0.0089655,0.0014262,-0.08989,-0.0076216,-0.0086268,-0.026186,true,6.549908589101715,0
0,HGDP00880,EUR,1,51.0,-0.7675039229029812,false,false,-0.13105,-0.20051,-0.015641,0.070196,-0.0089655,0.0014262,-0.08989,-0.0076216,-0.0086268,-0.026186,true,6.941972803972325,0
0,HGDP00880,EUR,1,52.0,1.6292151008119087,false,false,-0.13105,-0.20051,-0.015641,0.070196,-0.0089655,0.0014262,-0.08989,-0.0076216,-0.0086268,-0.026186,true,9.727764108831408,0
0,HGDP00880,EUR,1,53.0,0.18866493971541878,false,false,-0.13105,-0.20051,-0.015641,0.070196,-0.0089655,0.0014262,-0.08989,-0.0076216,-0.0086268,-0.026186,true,8.633707753113015,0
0,HGDP00880,EUR,1,54.0,-0.5069154922467298,false,false,-0.13105,-0.20051,-0.015641,0.070196,-0.0089655,0.0014262,-0.08989,-0.0076216,-0.0086268,-0.026186,true,5.499473077750543,0
0,HGDP00953,EAS,1,52.0,-0.9093398303462511,false,false,-0.16785,0.091656,-0.030934,0.03694,0.0011984,0.0041274,-0.082181,0.11565,-0.0018284,-0.027805,true,15.329436356702447,1
0,HGDP00953,EAS,1,53.0,0.49659423361294336,false,false,-0.16785,0.091656,-0.030934,0.03694,0.0011984,0.0041274,-0.082181,0.11565,-0.0018284,-0.027805,true,14.831152107786973,1
0,HGDP00953,EAS,1,54.0,1.9361296406970878,false,false,-0.16785,0.091656,-0.030934,0.03694,0.0011984,0.0041274,-0.082181,0.11565,-0.0018284,-0.027805,true,14.31437509158415,1
0,HGDP00953,EAS,1,55.0,0.30790131458608105,false,false,-0.16785,0.091656,-0.030934,0.03694,0.0011984,0.0041274,-0.082181,0.11565,-0.0018284,-0.027805,true,15.783282707907015,1
0,HGDP00953,EAS,1,56.0,-0.3936307736217562,false,false,-0.16785,0.091656,-0.030934,0.03694,0.0011984,0.0041274,-0.082181,0.11565,-0.0018284,-0.027805,true,16.164971539023664,1
0,HGDP00804,EUR,1,45.0,-1.4072546685106484,false,false,-0.12633,-0.24633,-0.024852,0.084182,-0.011633,0.005786,-0.05968,-0.022983,0.00019204,-0.0012416,true,15.047471893707275,1
0,HGDP00804,EUR,1,46.0,0.5498935296160257,false,false,-0.12633,-0.24633,-0.024852,0.084182,-0.011633,0.005786,-0.05968,-0.022983,0.00019204,-0.0012416,true,13.063237074777675,1
0,HGDP00804,EUR,1,47.0,-0.39051152642049175,false,false,-0.12633,-0.24633,-0.024852,0.084182,-0.011633,0.005786,-0.05968,-0.022983,0.00019204,-0.0012416,true,14.41024363229454,1
0,HGDP00804,EUR,1,48.0,0.35553366891902943,false,false,-0.12633,-0.24633,-0.024852,0.084182,-0.011633,0.005786,-0.05968,-0.022983,0.00019204,-0.0012416,true,12.223388138575102,1
0,HGDP00804,EUR,1,49.0,-0.7373991488936211,false,false,-0.12633,-0.24633,-0.024852,0.084182,-0.011633,0.005786,-0.05968,-0.022983,0.00019204,-0.0012416,true,15.549156139428925,1
0,HGDP00926,AFR,0,60.0,0.545674634278079,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,false,25.19297721465791,1
0,HGDP00926,AFR,0,61.0,-0.2031240673132921,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,false,25.334236382657267,1
0,HGDP00926,AFR,0,62.0,-0.4185019771559886,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,false,24.566602130673463,1
0,HGDP00926,AFR,0,63.0,-1.6727969914282046,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,false,24.85861946974891,1
0,HGDP00926,AFR,0,64.0,-0.7218206074441077,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,false,26.090129793636045,1
0,HGDP01058,AMR,0,51.0,-0.08974473423445846,false,false,-0.19102,0.12657,-0.39593,-0.19361,-0.0027942,0.00070999,0.0037004,-0.001277,-0.0030656,-0.018574,true,-8.880416849903677,0
0,HGDP01058,AMR,0,52.0,-1.0010487657971006,false,false,-0.19102,0.12657,-0.39593,-0.19361,-0.0027942,0.00070999,0.0037004,-0.001277,-0.0030656,-0.018574,true,-9.72786983212044,0
0,HGDP01058,AMR,0,53.0,-0.8674222605651251,false,false,-0.19102,0.12657,-0.39593,-0.19361,-0.0027942,0.00070999,0.0037004,-0.001277,-0.0030656,-0.018574,true,-9.978511765846875,0
0,HGDP01058,AMR,0,54.0,-0.29525241988542045,false,false,-0.19102,0.12657,-0.39593,-0.19361,-0.0027942,0.00070999,0.0037004,-0.001277,-0.0030656,-0.018574,true,-10.001159444843912,0
0,HGDP01058,AMR,0,55.0,-0.026648398182042596,false,false,-0.19102,0.12657,-0.39593,-0.19361,-0.0027942,0.00070999,0.0037004,-0.001277,-0.0030656,-0.018574,true,-10.63140572200458,0
0,HGDP01336,EAS,0,49.0,0.6264559667913666,false,false,-0.19574,0.30974,0.029777,0.072688,0.0077714,0.0015871,0.011335,-0.027261,0.00050286,-0.0038788,true,-9.833304487188194,0
0,HGDP01336,EAS,0,50.0,-0.6082277856804027,false,false,-0.19574,0.30974,0.029777,0.072688,0.0077714,0.0015871,0.011335,-0.027261,0.00050286,-0.0038788,true,-11.521971365398091,0
0,HGDP01336,EAS,0,51.0,0.4929975104221549,false,false,-0.19574,0.30974,0.029777,0.072688,0.0077714,0.0015871,0.011335,-0.027261,0.00050286,-0.0038788,true,-10.879754271623082,0
0,HGDP01336,EAS,0,52.0,0.9039939751480756,false,false,-0.19574,0.30974,0.029777,0.072688,0.0077714,0.0015871,0.011335,-0.027261,0.00050286,-0.0038788,true,-11.06848371703137,0
0,HGDP01336,EAS,0,53.0,0.707046988416706,false,false,-0.19574,0.30974,0.029777,0.072688,0.0077714,0.0015871,0.011335,-0.027261,0.00050286,-0.0038788,true,-10.759824672522237,0
0,HGDP01173,EUR,1,56.0,0.5485820844340628,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,-10.109601775034218,0
0,HGDP01173,EUR,1,57.0,1.0969869339043388,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,-10.139582985249607,0
0,HGDP01173,EUR,1,58.0,-0.06771129796899797,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,-9.705816776638736,0
0,HGDP01173,EUR,1,59.0,-1.4680528932451076,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,-10.289554831331959,0
0,HGDP01173,EUR,1,60.0,0.15956373150522316,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,-12.641959424327492,0
0,HGDP00716,EAS,1,48.0,1.4278320222281091,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,true,11.14782341964938,0
0,HGDP00716,EAS,1,49.0,0.23980345112694162,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,true,12.495624865972284,1
0,HGDP00716,EAS,1,50.0,-0.4289799874519505,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,true,13.84011834639237,1
0,HGDP00716,EAS,1,51.0,1.54444548408102,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,true,11.8674811728973,1
0,HGDP00716,EAS,1,52.0,-1.0638845426746926,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,true,14.2752791743754,1
0,LP6005441-DNA_C10,CSA,1,49.0,1.5966177222632232,false,false,-0.12247,-0.13177,0.070752,-0.081184,0.022985,0.0049881,0.0019949,0.014559,-0.0054358,-0.057104,false,2.554638393356724,0
0,LP6005441-DNA_C10,CSA,1,50.0,1.704530586609668,false,false,-0.12247,-0.13177,0.070752,-0.081184,0.022985,0.0049881,0.0019949,0.014559,-0.0054358,-0.057104,false,3.797320431962121,0
0,LP6005441-DNA_C10,CSA,1,51.0,-0.3552809740968372,false,false,-0.12247,-0.13177,0.070752,-0.081184,0.022985,0.0049881,0.0019949,0.014559,-0.0054358,-0.057104,false,3.1592430120777015,0
0,LP6005441-DNA_C10,CSA,1,52.0,-0.23392304060843488,false,false,-0.12247,-0.13177,0.070752,-0.081184,0.022985,0.0049881,0.0019949,0.014559,-0.0054358,-0.057104,false,4.426008663665733,0
0,LP6005441-DNA_C10,CSA,1,53.0,-1.1403815073616643,false,false,-0.12247,-0.13177,0.070752,-0.081184,0.022985,0.0049881,0.0019949,0.014559,-0.0054358,-0.057104,false,3.4696420411942794,0
0,LP6005441-DNA_B08,AFR,0,48.0,-0.32158648695365144,false,false,0.48342,0.059825,0.0029679,-0.010068,-0.036047,0.50741,-0.0021526,-0.0055581,0.063744,0.0094813,true,-2.6799422636263777,0
0,LP6005441-DNA_B08,AFR,0,49.0,-1.0342229389047883,false,false,0.48342,0.059825,0.0029679,-0.010068,-0.036047,0.50741,-0.0021526,-0.0055581,0.063744,0.0094813,true,-0.3108468480941746,0
0,LP6005441-DNA_B08,AFR,0,50.0,-1.3499895455310882,false,false,0.48342,0.059825,0.0029679,-0.010068,-0.036047,0.50741,-0.0021526,-0.0055581,0.063744,0.0094813,true,-1.8261147481687097,0
0,LP6005441-DNA_B08,AFR,0,51.0,0.3134883993993644,false,false,0.48342,0.059825,0.0029679,-0.010068,-0.036047,0.50741,-0.0021526,-0.0055581,0.063744,0.0094813,true,-2.5482719639591744,0
0,LP6005441-DNA_B08,AFR,0,52.0,-0.6754929876268561,false,false,0.48342,0.059825,0.0029679,-0.010068,-0.036047,0.50741,-0.0021526,-0.0055581,0.063744,0.0094813,true,-2.9158297181673176,0
0,HGDP01269,MID,1,47.0,0.21126652523277517,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,-5.593465048605795,0
0,HGDP01269,MID,1,48.0,1.6605386644211708,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,-8.040403577645927,0
0,HGDP01269,MID,1,49.0,-0.10200356012218834,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,-7.075154719339087,0
0,HGDP01269,MID,1,50.0,-0.7702858050916055,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,-5.1089364176925205,0
0,HGDP01269,MID,1,51.0,1.9636867887253207,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,-6.698387442659483,0
0,HGDP01266,MID,1,56.0,-2.705924353182405,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,true,-16.967879573649952,0
0,HGDP01266,MID,1,57.0,-1.405256816342212,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,true,-17.25961203782283,0
0,HGDP01266,MID,1,58.0,1.0804294357791646,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,true,-18.106882074960293,0
0,HGDP01266,MID,1,59.0,-1.605660976538073,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,true,-17.65243397844536,0
0,HGDP01266,MID,1,60.0,0.023749591142669522,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,true,-20.675065093933124,0
0,HGDP00241,CSA,1,56.0,0.8621562991260243,false,false,-0.11943,-0.14175,0.068129,-0.067345,0.024811,0.0024249,0.0076242,0.0092512,-0.0053489,-0.061388,true,27.49894855969215,1
0,HGDP00241,CSA,1,57.0,-2.2253787987430593,false,false,-0.11943,-0.14175,0.068129,-0.067345,0.024811,0.0024249,0.0076242,0.0092512,-0.0053489,-0.061388,true,31.640750623422985,1
0,HGDP00241,CSA,1,58.0,-0.7772681066109989,false,false,-0.11943,-0.14175,0.068129,-0.067345,0.024811,0.0024249,0.0076242,0.0092512,-0.0053489,-0.061388,true,30.952841096255998,1
0,HGDP00241,CSA,1,59.0,-0.8983437108831239,false,false,-0.11943,-0.14175,0.068129,-0.067345,0.024811,0.0024249,0.0076242,0.0092512,-0.0053489,-0.061388,true,30.953018523639724,1
0,HGDP00241,CSA,1,60.0,1.0227515433045486,false,false,-0.11943,-0.14175,0.068129,-0.067345,0.024811,0.0024249,0.0076242,0.0092512,-0.0053489,-0.061388,true,28.202857360797513,1
0,HGDP00564,MID,0,62.0,-0.8438587329781191,true,false,-0.087168,-0.22456,0.027954,0.05806,0.0083822,0.0027795,0.128,0.036977,-0.004531,-0.038255,true,-2.7061222771952727,0
0,HGDP00564,MID,0,63.0,0.05751527193188356,true,false,-0.087168,-0.22456,0.027954,0.05806,0.0083822,0.0027795,0.128,0.036977,-0.004531,-0.038255,true,-2.2057587839901913,0
0,HGDP00564,MID,0,64.0,0.5051750663228302,true,false,-0.087168,-0.22456,0.027954,0.05806,0.0083822,0.0027795,0.128,0.036977,-0.004531,-0.038255,true,-2.1835458820358613,0
0,HGDP00564,MID,0,65.0,-0.4926002289032777,true,false,-0.087168,-0.22456,0.027954,0.05806,0.0083822,0.0027795,0.128,0.036977,-0.004531,-0.038255,true,-5.277460359183419,0
0,HGDP00564,MID,0,66.0,2.053772597586773,true,false,-0.087168,-0.22456,0.027954,0.05806,0.0083822,0.0027795,0.128,0.036977,-0.004531,-0.038255,true,-4.16262692086916,0
0,HGDP00939,AFR,0,46.0,-0.39245830944962584,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,false,-14.79279343287458,0
0,HGDP00939,AFR,0,47.0,-1.4413358717806541,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,false,-16.74574901164559,0
0,HGDP00939,AFR,0,48.0,-1.6964073866814968,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,false,-16.323126785938584,0
0,HGDP00939,AFR,0,49.0,0.7722446639382862,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,false,-14.893229114471911,0
0,HGDP00939,AFR,0,50.0,-0.8504120276622739,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,false,-15.407838052927616,0
0,HGDP00541,OCE,1,56.0,-1.9281410471275626,false,false,-0.097585,0.12135,0.1232,-0.13426,-0.68281,-0.037745,0.0070304,0.028857,-0.0040309,-0.025762,true,4.579500093794796,0
0,HGDP00541,OCE,1,57.0,-1.3124876274428479,false,false,-0.097585,0.12135,0.1232,-0.13426,-0.68281,-0.037745,0.0070304,0.028857,-0.0040309,-0.025762,true,4.545837384334164,0
