FID,IID,POP,SEX,AGE,TIME,EXP,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,train,y,ybin
0,HGDP00926,AFR,0,56.0,0.8094703441542592,-0.046150888393949825,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,true,7.297614367069035,1
0,HGDP00926,AFR,0,57.0,1.0094703441542592,-1.1237916044745404,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,true,8.057534039477428,1
0,HGDP00926,AFR,0,58.0,1.2094703441542591,-1.0460317439350943,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,true,6.319040276981347,1
0,HGDP00926,AFR,0,59.0,1.409470344154259,-0.7913877138329464,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,true,8.052105971400913,1
0,HGDP00926,AFR,0,60.0,1.6094703441542593,0.5724520004760472,false,false,0.49681,0.057112,-0.0007353,0.0064261,0.0047693,-0.024393,-0.0072769,0.0033977,-0.055987,-0.0046666,true,7.623108689735548,1
0,HGDP01058,AMR,0,47.0,-0.9905296558457408,0.756623622062602,false,false,-0.19102,0.12657,-0.39593,-0.19361,-0.0027942,0.00070999,0.0037004,-0.001277,-0.0030656,-0.018574,false,3.1820066378815213,0
0,HGDP01336,EAS,0,48.0,-0.7905296558457409,0.6577366431249735,false,false,-0.19574,0.30974,0.029777,0.072688,0.0077714,0.0015871,0.011335,-0.027261,0.00050286,-0.0038788,true,1.976733526345777,0
0,HGDP01336,EAS,0,49.0,-0.5905296558457408,0.5280648134527245,false,false,-0.19574,0.30974,0.029777,0.072688,0.0077714,0.0015871,0.011335,-0.027261,0.00050286,-0.0038788,true,2.8067938105376156,0
0,HGDP01173,EUR,1,54.0,0.4094703441542592,2.250594660403445,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,5.562721703817921,1
0,HGDP01173,EUR,1,56.0,0.8094703441542592,1.0229050078520598,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,3.6769937311759398,0
0,HGDP01173,EUR,1,58.0,1.2094703441542591,-0.9080749524999367,false,false,-0.11622,-0.24999,-0.0056011,0.099932,-0.0053656,-0.00063603,0.018767,-0.0028387,0.004186,0.02139,true,1.9441796098129493,0
0,HGDP00716,EAS,1,54.0,0.4094703441542592,-0.5790061085156696,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,false,6.602569739833611,1
0,HGDP00716,EAS,1,55.0,0.6094703441542592,-0.5341628188857609,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,false,6.011110337281021,1
0,HGDP00716,EAS,1,57.0,1.0094703441542592,-0.26324622925201174,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,false,4.607854765350513,0
0,HGDP00716,EAS,1,58.0,1.2094703441542591,-0.0668376100132946,false,false,-0.1843,0.27158,0.048115,0.042655,-0.0027407,-0.0029985,0.024801,-0.091899,-0.0029869,-0.0044412,false,7.699251459134434,1
0,LP6005441-DNA_C10,CSA,1,41.0,-2.190529655845741,1.205178698372176,false,false,-0.12247,-0.13177,0.070752,-0.081184,0.022985,0.0049881,0.0019949,0.014559,-0.0054358,-0.057104,false,2.7507666184335617,0
0,LP6005441-DNA_B08,AFR,0,58.0,1.2094703441542591,-0.11165564119399507,false,false,0.48342,0.059825,0.0029679,-0.010068,-0.036047,0.50741,-0.0021526,-0.0055581,0.063744,0.0094813,false,5.09055386804022,0
0,LP6005441-DNA_B08,AFR,0,60.0,1.6094703441542593,2.068761613457053,false,false,0.48342,0.059825,0.0029679,-0.010068,-0.036047,0.50741,-0.0021526,-0.0055581,0.063744,0.0094813,false,-0.5223734317376627,0
0,HGDP01269,MID,1,50.0,-0.39052965584574084,0.29074770703181707,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,1.6105691569211222,0
0,HGDP01269,MID,1,51.0,-0.19052965584574083,1.1620398769165488,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,3.211834748647762,0
0,HGDP01269,MID,1,52.0,0.00947034415425918,1.5189283614962021,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,3.1870990352554434,0
0,HGDP01269,MID,1,53.0,0.2094703441542592,1.6022404527326135,false,false,0.044294,-0.17306,0.0012555,0.082462,-0.0043583,-0.02058,0.1456,0.038325,0.023923,0.075182,true,5.4754575333357405,1
0,HGDP01266,MID,1,49.0,-0.5905296558457408,0.23575926432295555,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,false,2.810305754557279,0
0,HGDP01266,MID,1,50.0,-0.39052965584574084,1.8676642785268933,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,false,0.9816349715569281,0
0,HGDP01266,MID,1,51.0,-0.19052965584574083,-0.10032500291503357,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,false,2.0739586424700187,0
0,HGDP01266,MID,1,52.0,0.00947034415425918,0.2930723043999216,false,false,0.037107,-0.17682,0.0030298,0.084844,-0.007928,-0.021246,0.13448,0.033376,0.027825,0.073119,false,3.6290794130190664,0
0,HGDP00241,CSA,1,47.0,-0.9905296558457408,-0.7856126241989784,false,false,-0.11943,-0.14175,0.068129,-0.067345,0.024811,0.0024249,0.0076242,0.0092512,-0.0053489,-0.061388,true,4.813840636042876,0
0,HGDP00241,CSA,1,48.0,-0.7905296558457409,-0.48678001761100714,false,false,-0.11943,-0.14175,0.068129,-0.067345,0.024811,0.0024249,0.0076242,0.0092512,-0.0053489,-0.061388,true,4.424820029032905,0
0,HGDP00564,MID,0,47.0,-0.9905296558457408,0.9289799707192447,true,false,-0.087168,-0.22456,0.027954,0.05806,0.0083822,0.0027795,0.128,0.036977,-0.004531,-0.038255,true,5.682985052462718,1
0,HGDP00564,MID,0,51.0,-0.19052965584574083,1.6009531340199217,true,false,-0.087168,-0.22456,0.027954,0.05806,0.0083822,0.0027795,0.128,0.036977,-0.004531,-0.038255,true,3.405802426316902,0
0,HGDP00939,AFR,0,52.0,0.00947034415425918,-1.7431776300421933,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,true,6.7656749438312165,1
0,HGDP00939,AFR,0,53.0,0.2094703441542592,-0.673631948112953,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,true,6.175894167058121,1
0,HGDP00939,AFR,0,54.0,0.4094703441542592,0.09695670814889966,false,false,0.49618,0.058829,-0.0015651,0.0014827,0.0044571,-0.034626,-0.0071534,-0.0024649,-0.041184,-0.0050787,true,5.407600033440195,1
0,HGDP00541,OCE,1,46.0,-1.1905296558457408,0.7804815563191555,false,false,-0.097585,0.12135,0.1232,-0.13426,-0.68281,-0.037745,0.0070304,0.028857,-0.0040309,-0.025762,true,-1.7106572879834792,0
0,HGDP00541,OCE,1,48.0,-0.7905296558457409,1.2434954760996715,false,false,-0.097585,0.12135,0.1232,-0.13426,-0.68281,-0.037745,0.0070304,0.028857,-0.0040309,-0.025762,true,0.15535956624995284,0
0,HGDP00541,OCE,1,49.0,-0.5905296558457408,1.524800437713754,false,false,-0.097585,0.12135,0.1232,-0.13426,-0.68281,-0.037745,0.0070304,0.028857,-0.0040309,-0.025762,true,0.4753572509671682,0
0,HGDP00541,OCE,1,50.0,-0.39052965584574084,-0.17144973804553376,false,false,-0.097585,0.12135,0.1232,-0.13426,-0.68281,-0.037745,0.0070304,0.028857,-0.0040309,-0.025762,true,0.019405087080830996,0
0,HGDP00814,EAS,0,49.0,-0.5905296558457408,0.4977199645877365,false,false,-0.1985,0.30591,0.01997,0.069044,0.01284,-0.0021174,-0.0046987,0.025508,-0.00020267,-0.0030768,true,1.1368600909693343,0
0,HGDP00814,EAS,0,50.0,-0.39052965584574084,-0.25828395136323645,false,false,-0.1985,0.30591,0.01997,0.069044,0.01284,-0.0021174,-0.0046987,0.025508,-0.00020267,-0.0030768,true,2.489466331360341,0
0,HGDP01033,AFR,1,57.0,1.0094703441542592,0.5268014956375813,false,false,0.48003,0.052252,-0.0041269,0.00077754,-0.0053265,0.065173,-0.0075577,0.001174,-0.040809,0.0048541,true,4.059816955540306,0
0,HGDP01033,AFR,1,58.0,1.2094703441542591,-0.0295797157592514,false,false,0.48003,0.052252,-0.0041269,0.00077754,-0.0053265,0.065173,-0.0075577,0.001174,-0.040809,0.0048541,true,5.335018282766546,1
0,HGDP01033,AFR,1,59.0,1.409470344154259,1.656795501328672,false,false,0.48003,0.052252,-0.0041269,0.00077754,-0.0053265,0.065173,-0.0075577,0.001174,-0.040809,0.0048541,true,6.911042630323508,1
0,HGDP01033,AFR,1,60.0,1.6094703441542593,0.4141905350047719,false,false,0.48003,0.052252,-0.0041269,0.00077754,-0.0053265,0.065173,-0.0075577,0.001174,-0.040809,0.0048541,true,4.445112454044982,0
0,HGDP01033,AFR,1,61.0,1.8094703441542592,-0.7808012986693594,false,false,0.48003,0.052252,-0.0041269,0.00077754,-0.0053265,0.065173,-0.0075577,0.001174,-0.040809,0.0048541,true,6.193369661240698,1
0,HGDP01340,EAS,1,51.0,-0.19052965584574083,-0.13731278620311296,false,false,-0.19258,0.28883,0.019814,0.055046,-0.00022056,-0.00091557,-0.0082576,0.037333,0.00094224,-0.0036359,true,3.9957072887296974,0
0,HGDP01340,EAS,1,53.0,0.2094703441542592,1.8018128129964701,false,false,-0.19258,0.28883,0.019814,0.055046,-0.00022056,-0.00091557,-0.0082576,0.037333,0.00094224,-0.0036359,true,3.553190889774048,0
0,HGDP00175,CSA,1,45.0,-1.3905296558457407,0.4301928082102104,true,true,0.13136,-0.048536,0.050219,-0.06013,0.015929,0.013383,0.010809,0.0080264,-0.023289,-0.018634,true,5.428703850137486,1
0,HGDP00175,CSA,1,47.0,-0.9905296558457408,-1.3422909618516496,true,true,0.13136,-0.048536,0.050219,-0.06013,0.015929,0.013383,0.010809,0.0080264,-0.023289,-0.018634,true,5.341839283135372,1
0,HGDP00933,AFR,0,37.0,-2.990529655845741,-0.6044686768070053,false,false,0.49816,0.056268,-0.0038921,0.0023103,0.0055252,-0.031178,-0.010789,-0.0014508,-0.051506,-0.0017867,false,8.671455525104854,1
0,HGDP00933,AFR,0,40.0,-2.3905296558457407,-0.40422465813286473,false,false,0.49816,0.056268,-0.0038921,0.0023103,0.0055252,-0.031178,-0.010789,-0.0014508,-0.051506,-0.0017867,false,7.895211863641628,1
0,LP6005441-DNA_C02,EUR,1,50.0,-0.39052965584574084,1.631483951012311,false,false,-0.11549,-0.25727,-0.017735,0.10804,-0.016531,0.0032362,-0.0036262,-0.01438,0.0070667,0.047925,true,4.157548804586696,0
0,LP6005441-DNA_C02,EUR,1,51.0,-0.19052965584574083,-0.8734502192896834,false,false,-0.11549,-0.25727,-0.017735,0.10804,-0.016531,0.0032362,-0.0036262,-0.01438,0.0070667,0.047925,true,4.2003160417544585,0
0,LP6005441-DNA_C02,EUR,1,52.0,0.00947034415425918,0.7349351796536662,false,false,-0.11549,-0.25727,-0.017735,0.10804,-0.016531,0.0032362,-0.0036262,-0.01438,0.0070667,0.047925,true,4.27361827165582,0
0,LP6005441-DNA_E02,MID,1,52.0,0.00947034415425918,-1.689202149974256,false,false,-0.058878,-0.21097,0.027248,0.071773,0.00063103,0.0028067,0.23141,0.068092,-0.0044047,-0.01968,true,6.313568015918329,1
0,HGDP00640,MID,1,55.0,0.6094703441542592,0.3141455447624651,false,false,-0.0066498,-0.18593,0.017038,0.058547,-0.00050369,0.00027625,0.12844,0.036016,0.00064373,-0.0022853,false,5.713168331609252,1
0,HGDP00640,MID,1,56.0,0.8094703441542592,1.398552992190578,false,false,-0.0066498,-0.18593,0.017038,0.058547,-0.00050369,0.00027625,0.12844,0.036016,0.00064373,-0.0022853,false,3.1001805112058296,0
0,HGDP00640,MID,1,58.0,1.2094703441542591,0.3869628780948673,false,false,-0.0066498,-0.18593,0.017038,0.058547,-0.00050369,0.00027625,0.12844,0.036016,0.00064373,-0.0022853,false,6.730422225960707,1
0,HGDP00640,MID,1,59.0,1.409470344154259,-1.3104448968680065,false,false,-0.0066498,-0.18593,0.017038,0.058547,-0.00050369,0.00027625,0.12844,0.036016,0.00064373,-0.0022853,false,8.067948150021689,1
0,HGDP00076,CSA,1,48.0,-0.7905296558457409,0.7552752518463081,false,false,-0.048978,-0.14445,0.060751,-0.051697,0.026088,0.0061408,0.048014,0.021441,-0.015176,-0.089214,true,3.5514866250261186,0
0,HGDP00076,CSA,1,49.0,-0.5905296558457408,0.12841750579928715,false,false,-0.048978,-0.14445,0.060751,-0.051697,0.026088,0.0061408,0.048014,0.021441,-0.015176,-0.089214,true,5.584001120534761,1
0,HGDP01378,EUR,1,58.0,1.2094703441542591,0.32625742682516,false,false,-0.11706,-0.25825,-0.021432,0.11198,-0.012434,0.0019229,-0.011198,-0.013916,0.0051572,0.058722,false,3.6951125563107166,0
0,HGDP01378,EUR,1,59.0,1.409470344154259,0.46952183210783466,false,false,-0.11706,-0.25825,-0.021432,0.11198,-0.012434,0.0019229,-0.011198,-0.013916,0.0051572,0.058722,false,6.342329805774405,1
0,HGDP01378,EUR,1,60.0,1.6094703441542593,-1.2950531214024121,false,false,-0.11706,-0.25825,-0.021432,0.11198,-0.012434,0.0019229,-0.011198,-0.013916,0.0051572,0.058722,false,8.24389736654595,1
0,HGDP01378,EUR,1,61.0,1.8094703441542592,-1.3679116231704957,false,false,-0.11706,-0.25825,-0.021432,0.11198,-0.012434,0.0019229,-0.011198,-0.013916,0.0051572,0.058722,false,7.70124843278998,1
0,HGDP00463,AFR,1,50.0,-0.39052965584574084,0.6246319409638492,false,false,0.48514,0.062087,-6.8075e-6,-0.0087887,-0.039962,0.51152,-0.00086648,-0.0031122,0.063852,0.007466,true,3.2177346301109213,0
0,HGDP00463,AFR,1,51.0,-0.19052965584574083,0.5785636486271443,false,false,0.48514,0.062087,-6.8075e-6,-0.0087887,-0.039962,0.51152,-0.00086648,-0.0031122,0.063852,0.007466,true,2.1350376348200277,0
0,HGDP00947,EAS,1,54.0,0.4094703441542592,-1.600588161080803,false,false,-0.17868,0.20215,-0.030956,0.030449,0.0065309,0.015018,-0.07296,0.16524,-0.0034151,-0.033534,true,2.560803624271972,0
0,HGDP00860,AMR,0,42.0,-1.9905296558457408,-0.45876975115232227,false,false,-0.1454,0.03358,-0.30008,-0.12442,0.0033124,-0.003259,0.014241,-0.0035501,0.00029739,-0.0034454,true,4.922611512850177,0
0,HGDP00860,AMR,0,43.0,-1.7905296558457409,-0.03549982506330018,false,false,-0.1454,0.03358,-0.30008,-0.12442,0.0033124,-0.003259,0.014241,-0.0035501,0.00029739,-0.0034454,true,4.3061665076231,0
0,HGDP00860,AMR,0,44.0,-1.590529655845741,0.7765886813630484,false,false,-0.1454,0.03358,-0.30008,-0.12442,0.0033124,-0.003259,0.014241,-0.0035501,0.00029739,-0.0034454,true,2.7881624329804944,0
0,HGDP00860,AMR,0,45.0,-1.3905296558457407,-0.214623988588653,false,false,-0.1454,0.03358,-0.30008,-0.12442,0.0033124,-0.003259,0.014241,-0.0035501,0.00029739,-0.0034454,true,3.076056618931174,0
0,HGDP00860,AMR,0,46.0,-1.1905296558457408,-1.7591850575215189,false,false,-0.1454,0.03358,-0.30008,-0.12442,0.0033124,-0.003259,0.014241,-0.0035501,0.00029739,-0.0034454,true,2.8813615398230414,0
0,HGDP00784,EAS,0,42.0,-1.9905296558457408,1.8419822722961736,false,false,-0.19731,0.30702,0.028814,0.074251,0.015182,-0.0035042,0.0091335,-0.031121,-0.0015674,-0.01061,true,3.194966725420498,0
0,HGDP00784,EAS,0,43.0,-1.7905296558457409,0.8721810435450539,false,false,-0.19731,0.30702,0.028814,0.074251,0.015182,-0.0035042,0.0091335,-0.031121,-0.0015674,-0.01061,true,2.3717670648826714,0
0,HGDP00784,EAS,0,44.0,-1.590529655845741,-0.5618243405255318,false,false,-0.19731,0.30702,0.028814,0.074251,0.015182,-0.0035042,0.0091335,-0.031121,-0.0015674,-0.01061,true,4.635673853722494,0
0,HGDP01164,EUR,1,62.0,2.009470344154259,-0.5158702744028325,false,false,-0.10928,-0.24714,-0.0025781,0.090269,-0.0079822,-0.00023952,0.034041,0.0037406,-0.0049581,0.010347,true,3.9114481866885296,0
0,HGDP01164,EUR,1,63.0,2.2094703441542594,-0.6552234490380827,false,false,-0.10928,-0.24714,-0.0025781,0.090269,-0.0079822,-0.00023952,0.034041,0.0037406,-0.0049581,0.010347,true,1.9155060360157863,0
0,LP6005441-DNA_H07,AMR,0,48.0,-0.7905296558457409,-1.5627026088082758,false,false,-0.19704,0.14084,-0.43021,-0.21981,0.002241,0.0016568,0.010629,-0.0058007,-0.0022967,-0.0067025,true,6.833964154627748,1
0,LP6005441-DNA_H07,AMR,0,49.0,-0.5905296558457408,-1.1575019594967555,false,false,-0.19704,0.14084,-0.43021,-0.21981,0.002241,0.0016568,0.010629,-0.0058007,-0.0022967,-0.0067025,true,4.496687341588614,0
0,LP6005441-DNA_H07,AMR,0,50.0,-0.39052965584574084,0.013572691944955381,false,false,-0.19704,0.14084,-0.43021,-0.21981,0.002241,0.0016568,0.010629,-0.0058007,-0.0022967,-0.0067025,true,4.0427437141975995,0
0,LP6005441-DNA_H07,AMR,0,51.0,-0.19052965584574083,0.7554166392016438,false,false,-0.19704,0.14084,-0.43021,-0.21981,0.002241,0.0016568,0.010629,-0.0058007,-0.0022967,-0.0067025,true,2.187017882320255,0
0,LP6005441-DNA_H07,AMR,0,52.0,0.00947034415425918,-0.520421305615191,false,false,-0.19704,0.14084,-0.43021,-0.21981,0.002241,0.0016568,0.010629,-0.0058007,-0.0022967,-0.0067025,true,2.239942259124515,0
0,HGDP01086,AFR,1,61.0,1.8094703441542592,-0.1873317654626919,false,false,0.48876,0.061633,0.0034377,-0.007317,-0.027687,0.33471,-0.011932,-0.0059729,0.02836,-0.0055355,true,5.690142035621782,1
